id,to_currency,from_currency,exchange_rate,provider,valid_from
eib_20250621_EUR_GBP,GBP,EUR,0.85459,European Central Bank,2025-06-21
eib_20250621_GBP_EUR,EUR,GBP,1.170151,European Central Bank,2025-06-21
eib_20250621_USD_GBP,GBP,USD,1.267635,European Central Bank,2025-06-21
eib_20250621_GBP_USD,USD,GBP,0.788871,European Central Bank,2025-06-21
eib_20250622_EUR_USD,USD,EUR,1.083145,European Central Bank,2025-06-22
eib_20250622_USD_EUR,EUR,USD,0.923237,European Central Bank,2025-06-22
eib_20250622_EUR_GBP,GBP,EUR,0.854598,European Central Bank,2025-06-22
eib_20250622_GBP_EUR,EUR,GBP,1.17014,European Central Bank,2025-06-22
eib_20250622_USD_GBP,GBP,USD,1.267432,European Central Bank,2025-06-22
eib_20250622_GBP_USD,USD,GBP,0.788997,European Central Bank,2025-06-22
eib_20250623_EUR_USD,USD,EUR,1.083129,European Central Bank,2025-06-23
eib_20250623_USD_EUR,EUR,USD,0.923251,European Central Bank,2025-06-23
eib_20250623_EUR_GBP,GBP,EUR,0.85446,European Central Bank,2025-06-23
eib_20250623_GBP_EUR,EUR,GBP,1.17033,European Central Bank,2025-06-23
eib_20250623_USD_GBP,GBP,USD,1.267619,European Central Bank,2025-06-23
eib_20250623_GBP_USD,USD,GBP,0.788881,European Central Bank,2025-06-23
eib_20250624_EUR_USD,USD,EUR,1.083198,European Central Bank,2025-06-24
eib_20250624_USD_EUR,EUR,USD,0.923192,European Central Bank,2025-06-24
eib_20250624_EUR_GBP,GBP,EUR,0.854505,European Central Bank,2025-06-24
eib_20250624_GBP_EUR,EUR,GBP,1.170268,European Central Bank,2025-06-24
eib_20250624_USD_GBP,GBP,USD,1.267632,European Central Bank,2025-06-24
eib_20250624_GBP_USD,USD,GBP,0.788872,European Central Bank,2025-06-24
eib_20250625_EUR_USD,USD,EUR,1.083253,European Central Bank,2025-06-25
eib_20250625_USD_EUR,EUR,USD,0.923145,European Central Bank,2025-06-25
eib_20250625_EUR_GBP,GBP,EUR,0.854497,European Central Bank,2025-06-25
eib_20250625_GBP_EUR,EUR,GBP,1.17028,European Central Bank,2025-06-25
eib_20250625_USD_GBP,GBP,USD,1.267709,European Central Bank,2025-06-25
eib_20250625_GBP_USD,USD,GBP,0.788824,European Central Bank,2025-06-25
eib_20250626_EUR_USD,USD,EUR,1.083419,European Central Bank,2025-06-26
eib_20250626_USD_EUR,EUR,USD,0.923004,European Central Bank,2025-06-26
eib_20250626_EUR_GBP,GBP,EUR,0.854457,European Central Bank,2025-06-26
eib_20250626_GBP_EUR,EUR,GBP,1.170334,European Central Bank,2025-06-26
eib_20250626_USD_GBP,GBP,USD,1.267962,European Central Bank,2025-06-26
eib_20250626_GBP_USD,USD,GBP,0.788667,European Central Bank,2025-06-26
eib_20250627_EUR_USD,USD,EUR,1.083421,European Central Bank,2025-06-27
eib_20250627_USD_EUR,EUR,USD,0.923002,European Central Bank,2025-06-27
eib_20250627_EUR_GBP,GBP,EUR,0.854305,European Central Bank,2025-06-27
eib_20250627_GBP_EUR,EUR,GBP,1.170542,European Central Bank,2025-06-27
eib_20250627_USD_GBP,GBP,USD,1.268189,European Central Bank,2025-06-27
eib_20250627_GBP_USD,USD,GBP,0.788526,European Central Bank,2025-06-27
eib_20250628_EUR_USD,USD,EUR,1.083712,European Central Bank,2025-06-28
eib_20250628_USD_EUR,EUR,USD,0.922755,European Central Bank,2025-06-28
eib_20250628_EUR_GBP,GBP,EUR,0.854209,European Central Bank,2025-06-28
eib_20250628_GBP_EUR,EUR,GBP,1.170673,European Central Bank,2025-06-28
eib_20250628_USD_GBP,GBP,USD,1.268672,European Central Bank,2025-06-28
eib_20250628_GBP_USD,USD,GBP,0.788226,European Central Bank,2025-06-28
eib_20250629_EUR_USD,USD,EUR,1.083659,European Central Bank,2025-06-29
eib_20250629_USD_EUR,EUR,USD,0.9228,European Central Bank,2025-06-29
eib_20250629_EUR_GBP,GBP,EUR,0.854335,European Central Bank,2025-06-29
eib_20250629_GBP_EUR,EUR,GBP,1.170501,European Central Bank,2025-06-29
eib_20250629_USD_GBP,GBP,USD,1.268424,European Central Bank,2025-06-29
eib_20250629_GBP_USD,USD,GBP,0.78838,European Central Bank,2025-06-29
eib_20250630_EUR_USD,USD,EUR,1.084203,European Central Bank,2025-06-30
eib_20250630_USD_EUR,EUR,USD,0.922337,European Central Bank,2025-06-30
eib_20250630_EUR_GBP,GBP,EUR,0.854419,European Central Bank,2025-06-30
eib_20250630_GBP_EUR,EUR,GBP,1.170386,European Central Bank,2025-06-30
eib_20250630_USD_GBP,GBP,USD,1.268936,European Central Bank,2025-06-30
eib_20250630_GBP_USD,USD,GBP,0.788062,European Central Bank,2025-06-30
eib_20250701_EUR_USD,USD,EUR,1.084328,European Central Bank,2025-07-01
eib_20250701_USD_EUR,EUR,USD,0.92223,European Central Bank,2025-07-01
eib_20250701_EUR_GBP,GBP,EUR,0.854256,European Central Bank,2025-07-01
eib_20250701_GBP_EUR,EUR,GBP,1.17061,European Central Bank,2025-07-01
eib_20250701_USD_GBP,GBP,USD,1.269325,European Central Bank,2025-07-01
eib_20250701_GBP_USD,USD,GBP,0.78782,European Central Bank,2025-07-01
eib_20250702_EUR_USD,USD,EUR,1.084157,European Central Bank,2025-07-02
eib_20250702_USD_EUR,EUR,USD,0.922376,European Central Bank,2025-07-02
eib_20250702_EUR_GBP,GBP,EUR,0.854272,European Central Bank,2025-07-02
eib_20250702_GBP_EUR,EUR,GBP,1.170587,European Central Bank,2025-07-02
eib_20250702_USD_GBP,GBP,USD,1.2691,European Central Bank,2025-07-02
eib_20250702_GBP_USD,USD,GBP,0.78796,European Central Bank,2025-07-02
eib_20250703_EUR_USD,USD,EUR,1.083942,European Central Bank,2025-07-03
eib_20250703_USD_EUR,EUR,USD,0.922558,European Central Bank,2025-07-03
eib_20250703_EUR_GBP,GBP,EUR,0.854398,European Central Bank,2025-07-03
eib_20250703_GBP_EUR,EUR,GBP,1.170415,European Central Bank,2025-07-03
eib_20250703_USD_GBP,GBP,USD,1.268663,European Central Bank,2025-07-03
eib_20250703_GBP_USD,USD,GBP,0.788231,European Central Bank,2025-07-03
eib_20250704_EUR_USD,USD,EUR,1.084039,European Central Bank,2025-07-04
eib_20250704_USD_EUR,EUR,USD,0.922476,European Central Bank,2025-07-04
eib_20250704_EUR_GBP,GBP,EUR,0.854119,European Central Bank,2025-07-04
eib_20250704_GBP_EUR,EUR,GBP,1.170797,European Central Bank,2025-07-04
eib_20250704_USD_GBP,GBP,USD,1.269189,European Central Bank,2025-07-04
eib_20250704_GBP_USD,USD,GBP,0.787905,European Central Bank,2025-07-04
eib_20250705_EUR_USD,USD,EUR,1.083994,European Central Bank,2025-07-05
eib_20250705_USD_EUR,EUR,USD,0.922514,European Central Bank,2025-07-05
eib_20250705_EUR_GBP,GBP,EUR,0.85421,European Central Bank,2025-07-05
eib_20250705_GBP_EUR,EUR,GBP,1.170673,European Central Bank,2025-07-05
eib_20250705_USD_GBP,GBP,USD,1.269002,European Central Bank,2025-07-05
eib_20250705_GBP_USD,USD,GBP,0.788021,European Central Bank,2025-07-05
eib_20250706_EUR_USD,USD,EUR,1.084137,European Central Bank,2025-07-06
eib_20250706_USD_EUR,EUR,USD,0.922393,European Central Bank,2025-07-06
eib_20250706_EUR_GBP,GBP,EUR,0.854099,European Central Bank,2025-07-06
eib_20250706_GBP_EUR,EUR,GBP,1.170824,European Central Bank,2025-07-06
eib_20250706_USD_GBP,GBP,USD,1.269334,European Central Bank,2025-07-06
eib_20250706_GBP_USD,USD,GBP,0.787815,European Central Bank,2025-07-06
eib_20250707_EUR_USD,USD,EUR,1.084232,European Central Bank,2025-07-07
eib_20250707_USD_EUR,EUR,USD,0.922312,European Central Bank,2025-07-07
eib_20250707_EUR_GBP,GBP,EUR,0.854195,European Central Bank,2025-07-07
eib_20250707_GBP_EUR,EUR,GBP,1.170694,European Central Bank,2025-07-07
eib_20250707_USD_GBP,GBP,USD,1.269303,European Central Bank,2025-07-07
eib_20250707_GBP_USD,USD,GBP,0.787834,European Central Bank,2025-07-07
eib_20250708_EUR_USD,USD,EUR,1.084217,European Central Bank,2025-07-08
eib_20250708_USD_EUR,EUR,USD,0.922324,European Central Bank,2025-07-08
eib_20250708_EUR_GBP,GBP,EUR,0.854067,European Central Bank,2025-07-08
eib_20250708_GBP_EUR,EUR,GBP,1.170868,European Central Bank,2025-07-08
eib_20250708_USD_GBP,GBP,USD,1.269475,European Central Bank,2025-07-08
eib_20250708_GBP_USD,USD,GBP,0.787727,European Central Bank,2025-07-08
eib_20250709_EUR_USD,USD,EUR,1.084048,European Central Bank,2025-07-09
eib_20250709_USD_EUR,EUR,USD,0.922469,European Central Bank,2025-07-09
eib_20250709_EUR_GBP,GBP,EUR,0.853766,European Central Bank,2025-07-09
eib_20250709_GBP_EUR,EUR,GBP,1.17128,European Central Bank,2025-07-09
eib_20250709_USD_GBP,GBP,USD,1.269724,European Central Bank,2025-07-09
eib_20250709_GBP_USD,USD,GBP,0.787573,European Central Bank,2025-07-09
eib_20250710_EUR_USD,USD,EUR,1.083745,European Central Bank,2025-07-10
eib_20250710_USD_EUR,EUR,USD,0.922726,European Central Bank,2025-07-10
eib_20250710_EUR_GBP,GBP,EUR,0.853495,European Central Bank,2025-07-10
eib_20250710_GBP_EUR,EUR,GBP,1.171653,European Central Bank,2025-07-10
eib_20250710_USD_GBP,GBP,USD,1.269773,European Central Bank,2025-07-10
eib_20250710_GBP_USD,USD,GBP,0.787543,European Central Bank,2025-07-10
eib_20250711_EUR_USD,USD,EUR,1.083655,European Central Bank,2025-07-11
eib_20250711_USD_EUR,EUR,USD,0.922803,European Central Bank,2025-07-11
eib_20250711_EUR_GBP,GBP,EUR,0.853503,European Central Bank,2025-07-11
eib_20250711_GBP_EUR,EUR,GBP,1.171642,European Central Bank,2025-07-11
eib_20250711_USD_GBP,GBP,USD,1.269656,European Central Bank,2025-07-11
eib_20250711_GBP_USD,USD,GBP,0.787615,European Central Bank,2025-07-11
eib_20250712_EUR_USD,USD,EUR,1.083827,European Central Bank,2025-07-12
eib_20250712_USD_EUR,EUR,USD,0.922657,European Central Bank,2025-07-12
eib_20250712_EUR_GBP,GBP,EUR,0.853547,European Central Bank,2025-07-12
eib_20250712_GBP_EUR,EUR,GBP,1.171582,European Central Bank,2025-07-12
eib_20250712_USD_GBP,GBP,USD,1.269792,European Central Bank,2025-07-12
eib_20250712_GBP_USD,USD,GBP,0.78753,European Central Bank,2025-07-12
eib_20250713_EUR_USD,USD,EUR,1.08387,European Central Bank,2025-07-13
eib_20250713_USD_EUR,EUR,USD,0.92262,European Central Bank,2025-07-13
eib_20250713_EUR_GBP,GBP,EUR,0.853396,European Central Bank,2025-07-13
eib_20250713_GBP_EUR,EUR,GBP,1.171789,European Central Bank,2025-07-13
eib_20250713_USD_GBP,GBP,USD,1.270067,European Central Bank,2025-07-13
eib_20250713_GBP_USD,USD,GBP,0.78736,European Central Bank,2025-07-13
eib_20250714_EUR_USD,USD,EUR,1.08362,European Central Bank,2025-07-14
eib_20250714_USD_EUR,EUR,USD,0.922832,European Central Bank,2025-07-14
eib_20250714_EUR_GBP,GBP,EUR,0.853502,European Central Bank,2025-07-14
eib_20250714_GBP_EUR,EUR,GBP,1.171643,European Central Bank,2025-07-14
eib_20250714_USD_GBP,GBP,USD,1.269616,European Central Bank,2025-07-14
eib_20250714_GBP_USD,USD,GBP,0.787639,European Central Bank,2025-07-14
eib_20250715_EUR_USD,USD,EUR,1.083655,European Central Bank,2025-07-15
eib_20250715_USD_EUR,EUR,USD,0.922803,European Central Bank,2025-07-15
eib_20250715_EUR_GBP,GBP,EUR,0.853225,European Central Bank,2025-07-15
eib_20250715_GBP_EUR,EUR,GBP,1.172023,European Central Bank,2025-07-15
eib_20250715_USD_GBP,GBP,USD,1.270069,European Central Bank,2025-07-15
eib_20250715_GBP_USD,USD,GBP,0.787359,European Central Bank,2025-07-15
eib_20250716_EUR_USD,USD,EUR,1.083732,European Central Bank,2025-07-16
eib_20250716_USD_EUR,EUR,USD,0.922737,European Central Bank,2025-07-16
eib_20250716_EUR_GBP,GBP,EUR,0.853214,European Central Bank,2025-07-16
eib_20250716_GBP_EUR,EUR,GBP,1.172038,European Central Bank,2025-07-16
eib_20250716_USD_GBP,GBP,USD,1.270176,European Central Bank,2025-07-16
eib_20250716_GBP_USD,USD,GBP,0.787293,European Central Bank,2025-07-16
eib_20250717_EUR_USD,USD,EUR,1.083555,European Central Bank,2025-07-17
eib_20250717_USD_EUR,EUR,USD,0.922888,European Central Bank,2025-07-17
eib_20250717_EUR_GBP,GBP,EUR,0.853012,European Central Bank,2025-07-17
eib_20250717_GBP_EUR,EUR,GBP,1.172316,European Central Bank,2025-07-17
eib_20250717_USD_GBP,GBP,USD,1.270269,European Central Bank,2025-07-17
eib_20250717_GBP_USD,USD,GBP,0.787235,European Central Bank,2025-07-17
eib_20250718_EUR_USD,USD,EUR,1.083586,European Central Bank,2025-07-18
eib_20250718_USD_EUR,EUR,USD,0.922862,European Central Bank,2025-07-18
eib_20250718_EUR_GBP,GBP,EUR,0.852904,European Central Bank,2025-07-18
eib_20250718_GBP_EUR,EUR,GBP,1.172465,European Central Bank,2025-07-18
eib_20250718_USD_GBP,GBP,USD,1.270467,European Central Bank,2025-07-18
eib_20250718_GBP_USD,USD,GBP,0.787112,European Central Bank,2025-07-18
eib_20250719_EUR_USD,USD,EUR,1.083598,European Central Bank,2025-07-19
eib_20250719_USD_EUR,EUR,USD,0.922852,European Central Bank,2025-07-19
eib_20250719_EUR_GBP,GBP,EUR,0.852912,European Central Bank,2025-07-19
eib_20250719_GBP_EUR,EUR,GBP,1.172454,European Central Bank,2025-07-19
eib_20250719_USD_GBP,GBP,USD,1.270469,European Central Bank,2025-07-19
eib_20250719_GBP_USD,USD,GBP,0.787111,European Central Bank,2025-07-19
eib_20250720_EUR_USD,USD,EUR,1.083369,European Central Bank,2025-07-20
eib_20250720_USD_EUR,EUR,USD,0.923046,European Central Bank,2025-07-20
eib_20250720_EUR_GBP,GBP,EUR,0.852768,European Central Bank,2025-07-20
eib_20250720_GBP_EUR,EUR,GBP,1.172651,European Central Bank,2025-07-20
eib_20250720_USD_GBP,GBP,USD,1.270414,European Central Bank,2025-07-20
eib_20250720_GBP_USD,USD,GBP,0.787145,European Central Bank,2025-07-20
eib_20250721_EUR_USD,USD,EUR,1.083441,European Central Bank,2025-07-21
eib_20250721_USD_EUR,EUR,USD,0.922985,European Central Bank,2025-07-21
eib_20250721_EUR_GBP,GBP,EUR,0.852704,European Central Bank,2025-07-21
eib_20250721_GBP_EUR,EUR,GBP,1.17274,European Central Bank,2025-07-21
eib_20250721_USD_GBP,GBP,USD,1.270594,European Central Bank,2025-07-21
eib_20250721_GBP_USD,USD,GBP,0.787034,European Central Bank,2025-07-21
eib_20250722_EUR_USD,USD,EUR,1.083553,European Central Bank,2025-07-22
eib_20250722_USD_EUR,EUR,USD,0.92289,European Central Bank,2025-07-22
eib_20250722_EUR_GBP,GBP,EUR,0.852872,European Central Bank,2025-07-22
eib_20250722_GBP_EUR,EUR,GBP,1.172509,European Central Bank,2025-07-22
eib_20250722_USD_GBP,GBP,USD,1.270475,European Central Bank,2025-07-22
eib_20250722_GBP_USD,USD,GBP,0.787107,European Central Bank,2025-07-22
eib_20250723_EUR_USD,USD,EUR,1.083769,European Central Bank,2025-07-23
eib_20250723_USD_EUR,EUR,USD,0.922705,European Central Bank,2025-07-23
eib_20250723_EUR_GBP,GBP,EUR,0.852776,European Central Bank,2025-07-23
eib_20250723_GBP_EUR,EUR,GBP,1.172641,European Central Bank,2025-07-23
eib_20250723_USD_GBP,GBP,USD,1.270873,European Central Bank,2025-07-23
eib_20250723_GBP_USD,USD,GBP,0.786861,European Central Bank,2025-07-23
eib_20250724_EUR_USD,USD,EUR,1.08398,European Central Bank,2025-07-24
eib_20250724_USD_EUR,EUR,USD,0.922526,European Central Bank,2025-07-24
eib_20250724_EUR_GBP,GBP,EUR,0.852915,European Central Bank,2025-07-24
eib_20250724_GBP_EUR,EUR,GBP,1.17245,European Central Bank,2025-07-24
eib_20250724_USD_GBP,GBP,USD,1.270912,European Central Bank,2025-07-24
eib_20250724_GBP_USD,USD,GBP,0.786836,European Central Bank,2025-07-24
eib_20250725_EUR_USD,USD,EUR,1.083705,European Central Bank,2025-07-25
eib_20250725_USD_EUR,EUR,USD,0.922761,European Central Bank,2025-07-25
eib_20250725_EUR_GBP,GBP,EUR,0.852727,European Central Bank,2025-07-25
eib_20250725_GBP_EUR,EUR,GBP,1.172709,European Central Bank,2025-07-25
eib_20250725_USD_GBP,GBP,USD,1.27087,European Central Bank,2025-07-25
eib_20250725_GBP_USD,USD,GBP,0.786863,European Central Bank,2025-07-25
eib_20250726_EUR_USD,USD,EUR,1.083517,European Central Bank,2025-07-26
eib_20250726_USD_EUR,EUR,USD,0.92292,European Central Bank,2025-07-26
eib_20250726_EUR_GBP,GBP,EUR,0.852815,European Central Bank,2025-07-26
eib_20250726_GBP_EUR,EUR,GBP,1.172587,European Central Bank,2025-07-26
eib_20250726_USD_GBP,GBP,USD,1.270518,European Central Bank,2025-07-26
eib_20250726_GBP_USD,USD,GBP,0.78708,European Central Bank,2025-07-26
eib_20250727_EUR_USD,USD,EUR,1.08362,European Central Bank,2025-07-27
eib_20250727_USD_EUR,EUR,USD,0.922833,European Central Bank,2025-07-27
eib_20250727_EUR_GBP,GBP,EUR,0.853055,European Central Bank,2025-07-27
eib_20250727_GBP_EUR,EUR,GBP,1.172257,European Central Bank,2025-07-27
eib_20250727_USD_GBP,GBP,USD,1.270281,European Central Bank,2025-07-27
eib_20250727_GBP_USD,USD,GBP,0.787227,European Central Bank,2025-07-27
eib_20250728_EUR_USD,USD,EUR,1.083723,European Central Bank,2025-07-28
eib_20250728_USD_EUR,EUR,USD,0.922745,European Central Bank,2025-07-28
eib_20250728_EUR_GBP,GBP,EUR,0.852643,European Central Bank,2025-07-28
eib_20250728_GBP_EUR,EUR,GBP,1.172823,European Central Bank,2025-07-28
eib_20250728_USD_GBP,GBP,USD,1.271015,European Central Bank,2025-07-28
eib_20250728_GBP_USD,USD,GBP,0.786773,European Central Bank,2025-07-28
eib_20250729_EUR_USD,USD,EUR,1.083826,European Central Bank,2025-07-29
eib_20250729_USD_EUR,EUR,USD,0.922657,European Central Bank,2025-07-29
eib_20250729_EUR_GBP,GBP,EUR,0.852511,European Central Bank,2025-07-29
eib_20250729_GBP_EUR,EUR,GBP,1.173006,European Central Bank,2025-07-29
eib_20250729_USD_GBP,GBP,USD,1.271334,European Central Bank,2025-07-29
eib_20250729_GBP_USD,USD,GBP,0.786575,European Central Bank,2025-07-29
eib_20250730_EUR_USD,USD,EUR,1.084596,European Central Bank,2025-07-30
eib_20250730_USD_EUR,EUR,USD,0.922002,European Central Bank,2025-07-30
eib_20250730_EUR_GBP,GBP,EUR,0.852607,European Central Bank,2025-07-30
eib_20250730_GBP_EUR,EUR,GBP,1.172874,European Central Bank,2025-07-30
eib_20250730_USD_GBP,GBP,USD,1.272095,European Central Bank,2025-07-30
eib_20250730_GBP_USD,USD,GBP,0.786105,European Central Bank,2025-07-30
eib_20250731_EUR_USD,USD,EUR,1.084711,European Central Bank,2025-07-31
eib_20250731_USD_EUR,EUR,USD,0.921905,European Central Bank,2025-07-31
eib_20250731_EUR_GBP,GBP,EUR,0.852573,European Central Bank,2025-07-31
eib_20250731_GBP_EUR,EUR,GBP,1.17292,European Central Bank,2025-07-31
eib_20250731_USD_GBP,GBP,USD,1.272279,European Central Bank,2025-07-31
eib_20250731_GBP_USD,USD,GBP,0.785991,European Central Bank,2025-07-31
eib_20250801_EUR_USD,USD,EUR,1.084938,European Central Bank,2025-08-01
eib_20250801_USD_EUR,EUR,USD,0.921712,European Central Bank,2025-08-01
eib_20250801_EUR_GBP,GBP,EUR,0.852635,European Central Bank,2025-08-01
eib_20250801_GBP_EUR,EUR,GBP,1.172835,European Central Bank,2025-08-01
eib_20250801_USD_GBP,GBP,USD,1.272453,European Central Bank,2025-08-01
eib_20250801_GBP_USD,USD,GBP,0.785884,European Central Bank,2025-08-01
eib_20250802_EUR_USD,USD,EUR,1.085129,European Central Bank,2025-08-02
eib_20250802_USD_EUR,EUR,USD,0.92155,European Central Bank,2025-08-02
eib_20250802_EUR_GBP,GBP,EUR,0.852534,European Central Bank,2025-08-02
eib_20250802_GBP_EUR,EUR,GBP,1.172974,European Central Bank,2025-08-02
eib_20250802_USD_GBP,GBP,USD,1.272827,European Central Bank,2025-08-02
eib_20250802_GBP_USD,USD,GBP,0.785653,European Central Bank,2025-08-02
eib_20250803_EUR_USD,USD,EUR,1.085259,European Central Bank,2025-08-03
eib_20250803_USD_EUR,EUR,USD,0.921439,European Central Bank,2025-08-03
eib_20250803_EUR_GBP,GBP,EUR,0.852549,European Central Bank,2025-08-03
eib_20250803_GBP_EUR,EUR,GBP,1.172954,European Central Bank,2025-08-03
eib_20250803_USD_GBP,GBP,USD,1.272958,European Central Bank,2025-08-03
eib_20250803_GBP_USD,USD,GBP,0.785572,European Central Bank,2025-08-03
eib_20250804_EUR_USD,USD,EUR,1.085196,European Central Bank,2025-08-04
eib_20250804_USD_EUR,EUR,USD,0.921493,European Central Bank,2025-08-04
eib_20250804_EUR_GBP,GBP,EUR,0.852523,European Central Bank,2025-08-04
eib_20250804_GBP_EUR,EUR,GBP,1.172989,European Central Bank,2025-08-04
eib_20250804_USD_GBP,GBP,USD,1.272923,European Central Bank,2025-08-04
eib_20250804_GBP_USD,USD,GBP,0.785593,European Central Bank,2025-08-04
eib_20250805_EUR_USD,USD,EUR,1.085348,European Central Bank,2025-08-05
eib_20250805_USD_EUR,EUR,USD,0.921364,European Central Bank,2025-08-05
eib_20250805_EUR_GBP,GBP,EUR,0.852717,European Central Bank,2025-08-05
eib_20250805_GBP_EUR,EUR,GBP,1.172722,European Central Bank,2025-08-05
eib_20250805_USD_GBP,GBP,USD,1.272811,European Central Bank,2025-08-05
eib_20250805_GBP_USD,USD,GBP,0.785663,European Central Bank,2025-08-05
eib_20250806_EUR_USD,USD,EUR,1.085193,European Central Bank,2025-08-06
eib_20250806_USD_EUR,EUR,USD,0.921495,European Central Bank,2025-08-06
eib_20250806_EUR_GBP,GBP,EUR,0.85276,European Central Bank,2025-08-06
eib_20250806_GBP_EUR,EUR,GBP,1.172663,European Central Bank,2025-08-06
eib_20250806_USD_GBP,GBP,USD,1.272566,European Central Bank,2025-08-06
eib_20250806_GBP_USD,USD,GBP,0.785814,European Central Bank,2025-08-06
eib_20250807_EUR_USD,USD,EUR,1.085146,European Central Bank,2025-08-07
eib_20250807_USD_EUR,EUR,USD,0.921535,European Central Bank,2025-08-07
eib_20250807_EUR_GBP,GBP,EUR,0.852816,European Central Bank,2025-08-07
eib_20250807_GBP_EUR,EUR,GBP,1.172586,European Central Bank,2025-08-07
eib_20250807_USD_GBP,GBP,USD,1.272427,European Central Bank,2025-08-07
eib_20250807_GBP_USD,USD,GBP,0.7859,European Central Bank,2025-08-07
eib_20250808_EUR_USD,USD,EUR,1.085049,European Central Bank,2025-08-08
eib_20250808_USD_EUR,EUR,USD,0.921618,European Central Bank,2025-08-08
eib_20250808_EUR_GBP,GBP,EUR,0.852747,European Central Bank,2025-08-08
eib_20250808_GBP_EUR,EUR,GBP,1.17268,European Central Bank,2025-08-08
eib_20250808_USD_GBP,GBP,USD,1.272415,European Central Bank,2025-08-08
eib_20250808_GBP_USD,USD,GBP,0.785907,European Central Bank,2025-08-08
eib_20250809_EUR_USD,USD,EUR,1.085065,European Central Bank,2025-08-09
eib_20250809_USD_EUR,EUR,USD,0.921604,European Central Bank,2025-08-09
eib_20250809_EUR_GBP,GBP,EUR,0.852666,European Central Bank,2025-08-09
eib_20250809_GBP_EUR,EUR,GBP,1.172792,European Central Bank,2025-08-09
eib_20250809_USD_GBP,GBP,USD,1.272556,European Central Bank,2025-08-09
eib_20250809_GBP_USD,USD,GBP,0.78582,European Central Bank,2025-08-09
eib_20250810_EUR_USD,USD,EUR,1.085528,European Central Bank,2025-08-10
eib_20250810_USD_EUR,EUR,USD,0.921211,European Central Bank,2025-08-10
eib_20250810_EUR_GBP,GBP,EUR,0.852594,European Central Bank,2025-08-10
eib_20250810_GBP_EUR,EUR,GBP,1.172891,European Central Bank,2025-08-10
eib_20250810_USD_GBP,GBP,USD,1.273206,European Central Bank,2025-08-10
eib_20250810_GBP_USD,USD,GBP,0.785419,European Central Bank,2025-08-10
eib_20250811_EUR_USD,USD,EUR,1.085154,European Central Bank,2025-08-11
eib_20250811_USD_EUR,EUR,USD,0.921528,European Central Bank,2025-08-11
eib_20250811_EUR_GBP,GBP,EUR,0.85266,European Central Bank,2025-08-11
eib_20250811_GBP_EUR,EUR,GBP,1.172801,European Central Bank,2025-08-11
eib_20250811_USD_GBP,GBP,USD,1.27267,European Central Bank,2025-08-11
eib_20250811_GBP_USD,USD,GBP,0.78575,European Central Bank,2025-08-11
eib_20250812_EUR_USD,USD,EUR,1.085292,European Central Bank,2025-08-12
eib_20250812_USD_EUR,EUR,USD,0.921411,European Central Bank,2025-08-12
eib_20250812_EUR_GBP,GBP,EUR,0.85259,European Central Bank,2025-08-12
eib_20250812_GBP_EUR,EUR,GBP,1.172897,European Central Bank,2025-08-12
eib_20250812_USD_GBP,GBP,USD,1.272936,European Central Bank,2025-08-12
eib_20250812_GBP_USD,USD,GBP,0.785586,European Central Bank,2025-08-12
eib_20250813_EUR_USD,USD,EUR,1.084969,European Central Bank,2025-08-13
eib_20250813_USD_EUR,EUR,USD,0.921685,European Central Bank,2025-08-13
eib_20250813_EUR_GBP,GBP,EUR,0.852638,European Central Bank,2025-08-13
eib_20250813_GBP_EUR,EUR,GBP,1.172831,European Central Bank,2025-08-13
eib_20250813_USD_GBP,GBP,USD,1.272485,European Central Bank,2025-08-13
eib_20250813_GBP_USD,USD,GBP,0.785864,European Central Bank,2025-08-13
eib_20250814_EUR_USD,USD,EUR,1.084875,European Central Bank,2025-08-14
eib_20250814_USD_EUR,EUR,USD,0.921765,European Central Bank,2025-08-14
eib_20250814_EUR_GBP,GBP,EUR,0.852984,European Central Bank,2025-08-14
eib_20250814_GBP_EUR,EUR,GBP,1.172355,European Central Bank,2025-08-14
eib_20250814_USD_GBP,GBP,USD,1.271859,European Central Bank,2025-08-14
eib_20250814_GBP_USD,USD,GBP,0.786251,European Central Bank,2025-08-14
eib_20250815_EUR_USD,USD,EUR,1.085093,European Central Bank,2025-08-15
eib_20250815_USD_EUR,EUR,USD,0.92158,European Central Bank,2025-08-15
eib_20250815_EUR_GBP,GBP,EUR,0.853129,European Central Bank,2025-08-15
eib_20250815_GBP_EUR,EUR,GBP,1.172156,European Central Bank,2025-08-15
eib_20250815_USD_GBP,GBP,USD,1.271898,European Central Bank,2025-08-15
eib_20250815_GBP_USD,USD,GBP,0.786227,European Central Bank,2025-08-15
eib_20250816_EUR_USD,USD,EUR,1.085105,European Central Bank,2025-08-16
eib_20250816_USD_EUR,EUR,USD,0.921569,European Central Bank,2025-08-16
eib_20250816_EUR_GBP,GBP,EUR,0.853075,European Central Bank,2025-08-16
eib_20250816_GBP_EUR,EUR,GBP,1.17223,European Central Bank,2025-08-16
eib_20250816_USD_GBP,GBP,USD,1.271994,European Central Bank,2025-08-16
eib_20250816_GBP_USD,USD,GBP,0.786167,European Central Bank,2025-08-16
eib_20250817_EUR_USD,USD,EUR,1.08489,European Central Bank,2025-08-17
eib_20250817_USD_EUR,EUR,USD,0.921753,European Central Bank,2025-08-17
eib_20250817_EUR_GBP,GBP,EUR,0.853275,European Central Bank,2025-08-17
